Company Legal Name,Trading Name,Region,HQ based in country,Valid website link OR leave blank,Lead Owner,Qualified as a customer at [day],Website form request send?,Message sent,Generic email,Names,Emails,
RZ Internet Consulting e.K.,RZ Internet Consulting,Europe,GERMANY,powergap.de,,,,,,,,
P&P Associates Limited,P&P Associates,Europe,United Kingdom,ppgroup.travel,,,,,,,,
PPRO Financial Ltd.,PPRO,Europe,United Kingdom,pprofinancial.com,,,,,,,,
Pradexx OU,,Europe,Estonia,pradexx.com,,,,,,,,
Premier Utilities Ltd,,Europe,REPUBLIC OF IRELAND,premierutilities.ie,,,,,,,,
Printec SA,,Europe,GREECE,printecgroup.com,,,,,,,,
Pro Card Kartensysteme GmbH,,Europe,GERMANY,pro-card-systems.de,,,,,,,,
CNP Processing GmbH,,Europe,SWITZERLAND,processing.kz,,,,,,,,
ProcessOut,ProcessOut,Europe,FRANCE,processout.com,,,,,,,,
project X Unternehmergesellschaft (haftungsbeschränkt),project X,Europe,GERMANY,project-x.bizimpressum,,,,,,,,
PSG Projektmanagement GmbH,,Europe,GERMANY,psg-projektmanagement.de,,,,,,,,
PulsarFour,,Europe,GERMANY,pulsarfour.com,,,,,,,,
PurePay Payments Limited,,Europe,UNITED KINGDOM,purepay.eu,,,,,,,,
Polska Wytwornia Papierow Wartosciowych SA (Karczunkowska),,Europe,POLAND,pwpw.pl,,,,,,,,
PXP Financial Limited,,Europe,UNITED KINGDOM,pxpfinancial.com,,,,,,,,
Q-ERGO New Business UG,,Europe,GERMANY,q-ergo.de,,,,,,,,
Q2E GmbH,Q2E,Europe,AUSTRIA,q2e.at,,,,,,,,
QL-IT Lösungen GmbH,,Europe,GERMANY,ql-it.de,,,,,,,,
QUAIFE.NET LIMITED,Qauife,Europe,UNITED KINGDOM,quaife.net,,,,,,,,
qualitytraffic GmbH,,Europe,GERMANY,qualitytraffic.de,,,,,,,,
Qubic Financial Services Limited,Qubepay,Europe,REPUBLIC OF IRELAND,qubepay.com,,,,,,,,
QuickPay ApS,QuickPay,Europe,DENMARK,quickpay.net,,,,,,,,
Quipu GmbH,,Europe,GERMANY,quipu.de,,,,,,,,
Quipu Sh.p.k.,,Europe,KOSOVO,quipushpk.com,,,,,,,,
Rabobank Nederland BV,,Europe,NETHERLANDS,rabobank.com,,,,,,,,
Raiffeisendruckerei GmbH,,Europe,GERMANY,raiffeisendruckerei.de,,,,,,,,
Raiffeisen Verband,,Europe,ITALY,raiffeisenverband.it,,,,,,,,
Rakuten Deutschland GmbH,Rakuten,Europe,Germany,rakuten.de,,,,,,,,
Ranger Marketing und Vertriebs GmbH,,Europe,GERMANY,ranger.de,,,,,,,,
RB,,Europe,ICELAND,rb.is,,,,,,,,
Raiffeisen Bank International,Raiffeisen Bank International,Europe,Austria,rbinternational.com,,,,,,,,
Pintilie Broker,Pintilie Broker,Europe,Romania,rca-ieftin.ro,,,,,,,,
Reason To See s.r.o.,Reason To See,Europe,CZECH REPUBLIC,reasontosee.com,,,,,,,,
Red Panda Software Ltd,,Europe,UNITED KINGDOM,redpandasoftware.com,,,,,,,,
"Redsys Servicios de Procesamiento, S.L.",Redsys,Europe,SPAIN,redsys.es,,,,,,,,
Rent A Pin BV,,Europe,Netherlands,rentapin.nl,,,,,,,,
Res2 B.V.,,Europe,NETHERLANDS,res2.eu,,,,,,,,
Retail-BCG,,Europe,UNITED KINGDOM,retail-fcl.com,,,,,,,,
Retail inMotion Ltd.,,Europe,UNITED KINGDOM,retailinmotion.com,,,,,,,,
Retail Merchant Finance Limited,"
Retail Merchant Services",Europe,UNITED KINGDOM,retailmerchantservices.co.uk,,,,,,,,
Reveal s.r.o.,Reveal,Europe,SLOVAKIA,reveal.cz,,,,,,,,
rhinepay GmbH,,Europe,GERMANY,rhinepay.de,,,,,,,,
Regional Card Processing Centre,,Europe,SLOVAKIA,ri-rpc.sk,,,,,,,,
Crytposaur Ltd,Rider HQ,Europe,United Kingdom,riderhq.com,,,,,,,,
PayPoint Services SRL,PayPoint,Europe,Romania,ro-ro.paypoint.com,,,,,,,,
Roark Holdings Ltd,Roark Holdings,Europe,UNITED KINGDOM,roarkholdings.co.uk,,,,,,,,
Romcard,,Europe,ROMANIA,romcard.ro,,,,,,,,
Ronghan International Limited,,Europe,UNITED KINGDOM,ronghan.com,,,,,,,,
root42 GmbH,,Europe,GERMANY,root42.io,,,,,,,,
Rotorminds,,Europe,GERMANY,rotormind.com,,,,,,,,
RS2 SMART PROCESSING LTD,,Europe,MALTA,rs2.com,,,,,,,,
RT-Reisen GmbH/RTK,,Europe,GERMANY,rtkreisen.de,,,,,,,,
RTW Payments Limited,,Europe,UNITED KINGDOM,rtwpayments.com,,,,,,,,
Rural Servicios Informaticos S.C.,,Europe,SPAIN,ruralserviciosinformaticos.com,,,,,,,,
RWN Trading Ltd,RWN TRADING LIMITED,Europe,UNITED KINGDOM,rwntrading.com,,,,,,,,
SafeCharge International Limited,,Europe,UNITED KINGDOM,safecharge.com,,,,,,,,
SAFENETPAY SERVICES COMPANY LTD,SAFENETPAY SERVICES COMPANY,Europe,United Kingdom,safenetpay.com,,,,,,,,
SafePay ApS,SafePay,Europe,DENMARK,safepaycorp.com,,,,,,,,
SagePay Europe Limited,,Europe,UNITED KINGDOM,sagepay.co.uk,,,,,,,,
Sage Pay Ireland,,Europe,REPUBLIC OF IRELAND,sagepay.ie,,,,,,,,
Oy Samlink Ab,,Europe,FINLAND,samlink.fi,,,,,,,,
SAMOHYL a.s,SAMOHYL,Europe,Czech Republic,samohyl.cz,,,,,,,,
Santander Bank Polska S.A.,,Europe,POLAND,santander.pl,,,,,,,,
Sappi Paier Holding GmbH,SAPPI,Europe,AUSTRIA,sappi.com,,,,,,,,
SBSB InterFin OÜ,SBSb Legal Services,Europe,ESTONIA,sb-sb.com,,,,,,,,
Procules AG,Schalk&Friends,Europe,SWITZERLAND,procules.com,,,,,,,,
Scheidt & Bachmann,Scheidt & Bachmann,Europe,DENMARK,scheidt-bachmann.de,,,,,,,,
ParentPay Limited,Schoolcomms,Europe,United Kingdom,schoolcomms.com,,,,,,,,
schukai GmbH,,Europe,GERMANY,schukai.de,,,,,,,,
Scoop & Spoon GmbH,Scoop & Spoon,Europe,AUSTRIA,scoopandspoon.com,,,,,,,,
Scorerclub GmbH,,Europe,GERMANY,scorerclub.com,,,,,,,,
Scuverta AG,,Europe,SWITZERLAND,scuverta.com,,,,,,,,
SDC A/S,SDC,Europe,DENMARK,sdc.dk,,,,,,,,
TechFin UAB,sdk.finance,Europe,LITHUANIA,sdk.finance,,,,,,,,
Secupay AG,,Europe,Germany,secupay.com,,,,,,,,
Secure Retail Ltd,,Europe,UNITED KINGDOM,secure-retail.com,,,,,,,,
SecureTrading Limited,,Europe,UNITED KINGDOM,securetrading.com,,,,,,,,
SecurionPay (Online Payments Group),,Europe,SWITZERLAND,securionpay.com,,,,,,,,
Asseco SEE d.o.o.,Asseco,Europe,CROATIA,see.asseco.com,,,,,,,,
Seita Technologies Oy,,Europe,FINLAND,seitatech.fi,,,,,,,,
Selp Secure,,Europe,FRANCE,selp.fr,,,,,,,,
SEPA Cyber Technologies Ltd,SEPA,Europe,BULGARIA,sepa-cyber.com,,,,,,,,
Sepay BV,,Europe,NETHERLANDS,sepay.nl,,,,,,,,
ServicePlus GmbH,,Europe,GERMANY,service-plus-gmbh.de,,,,,,,,
SES-imagotag,,Europe,FRANCE,ses-imagotag.com,,,,,,,,
SHOPIMORE Gmbh,SHOPIMORE,Europe,AUSTRIA,shopimore.at,,,,,,,,
Shopxline,,Europe,GERMANY,shopxline.de,,,,,,,,
SIA Central Europe a.s.,,Europe,SLOVAKIA,sia.eu,,,,,,,,
SIBS - Sociedade Interbancaria de Servicos S.A.,,Europe,PORTUGAL,sibs.com,,,,,,,,
SIBS FPS - SIBS FORWARD PAYMENT SOLUTIONS,,Europe,PORTUGAL,sibs.pt,,,,,,,,
SIBS Cartões,,Europe,PORTUGAL,sibscartoes.pt,,,,,,,,
OTP Mobil Szolgaitato Korlatolt Felelossegu Tarsasag,Simple by OTP,Europe,Hungary,simple.hu,,,,,,,,
Sinergia - Sistema di Servizi S.c.a.r.l,,Europe,ITALY,sinergia.bcc.it,,,,,,,,
SIPAY PLUS,,Europe,SPAIN,sipay.es,,,,,,,,
Sipwhale Ltd,,Europe,UNITED KINGDOM,sipwhale.com,,,,,,,,
Sisal Group S.p.A.,SISAL,Europe,Italy,sisal.com,,,,,,,,
Siteforum GmbH,,Europe,GERMANY,siteforum.com,,,,,,,,
Pfleger Gerald Peter - Sitsolutions e.U.,Sitosolutions,Europe,AUSTRIA,sitolutions.at,,,,,,,,
SIX Payment Services,SIX Payment Services,Europe,CH,six-payment-services.com,,,,,,,,
Skidata AG,Skidata,Europe,AUSTRIA,skidata.com,,,,,,,,
SkyCash Poland SA,SkyCash,Europe,Poland,skycash.com,,,,,,,,
"Smart Urban Payments, S.L.",Smart Urban,Europe,Spain,smart-urban.com,,,,,,,,
CV Smart2Pay Internet Services UA,,Europe,NETHERLANDS,smart2pay.com,,,,,,,,
SmartTrade App Ltd,,Europe,UNITED KINGDOM,smarttradeapp.com,,,,,,,,
smartvie GmbH,,Europe,GERMANY,smartvie.de,,,,,,,,
Smatrics GmbH & Co. KG,Smatrics,Europe,AUSTRIA,smatrics.com,,,,,,,,
SMF GmbH & Co KG,,Europe,GERMANY,smf.de,,,,,,,,
SNA Payments Ltd,SNA Payments,Europe,BULGARIA,snapayments.com,,,,,,,,
Snorrason Holdings ehf,,Europe,ICELAND,snorrason.com,,,,,,,,
GTWS Solid Technologies Ltd,Solid Gate,Europe,CYPRUS,solidgate.com,,,,,,,,
Solid Merchants Services Limited,Solid Payments,Europe,GIBRALTAR,solidpayments.com,,,,,,,,
Solitea Pay s.r.o.,Solitea Pay,Europe,CZECH REPUBLIC,soliteapay.com,,,,,,,,
Style Republica Labs Limited,,Europe,REPUBLIC OF IRELAND,solocheck.ie,,,,,,,,
SONET Ltd,Sonet,Europe,SLOVAKIA,sonet.cz,,,,,,,,
Spectrum K GmbH,,Europe,GERMANY,spectrumk.de,,,,,,,,
Spinmatic Limited,Spinmatic,Europe,MALTA,spinmatic.com,,,,,,,,
"Spire Payments Holdings, S.a.r.l.",,Europe,UNITED KINGDOM,spirepayments.com,,,,,,,,
Sremium Limited,,Europe,REPUBLIC OF IRELAND,sremium.com,,,,,,,,
STMicroelectronics srl,,Europe,ITALY,st.com,,,,,,,,
Stampay GmbH,,Europe,GERMANY,stampay.com,,,,,,,,
Starling Bank Limited,Starling Bank,Europe,United Kingdom,starlingbank.com,,,,,,,,
Stefanis Marketing Consulting,,Europe,GERMANY,stefanis-consulting.de,,,,,,,,
Storymaker Agentur für Public Relations GmbH,,Europe,GERMANY,storymaker.de,,,,,,,,
studiointeractive GmbH,,Europe,GERMANY,studiointeractive.de,,,,,,,,
Stuttgart-Marketing GmbH,,Europe,GERMANY,stuttgart-tourist.de,,,,,,,,
SugarTrends GmbH,,Europe,GERMANY,sugartrends.com,,,,,,,,
SumUp Payments Ltd.,Sumup,Europe,United Kingdom,sumup.co.uk,,,,,,,,
Sumup Limited,,Europe,REPUBLIC OF IRELAND,sumup.com,,,,,,,,
EPG Financial Services Limited,EPG,Europe,Malta,support.epgbill.com,,,,,,,,
Svea Ekonomi AB,Svea Ekonomi,Europe,Sweden,svea.com,,,,,,,,
Maksuturva Group Ltd.,SVEA,Europe,Finland,sveapayments.fi,,,,,,,,
Swedbank AB,,Europe,SWEDEN,swedbank.com,,,,,,,,
Switch S.A.,,Europe,PORTUGAL,switchpayments.com,,,,,,,,
Sync Solutions,Sync Solutions,Europe,BELGIUM,syncsolutionsinc.com,,,,,,,,
Synergy Way Ltd.,SynergyWay,Europe,UNITED KINGDOM,synergy-way.com,,,,,,,,
Syntec Limited,,Europe,UNITED KINGDOM,syntec.co.uk,,,,,,,,
TAG Systems SA,,Europe,ANDORRA,tagsystems.net,,,,,,,,
TAG Systems SP z.o.o. (Poland),,Europe,POLAND,tagsystems.pl,,,,,,,,
TAKE PAYMENTS LIMITED,,Europe,UNITED KINGDOM,takepayments.com,,,,,,,,
TanMar Webentwicklung,,Europe,GERMANY,tanmar.de,,,,,,,,
Tapeon S.R.O,,Europe,SLOVAKIA,tapeon.eu,,,,,,,,
Tappit Technologies (UK) Ltd.,Tappit,Europe,UNITED KINGDOM,tappit.com,,,,,,,,
Taxa-Meter Centrale BV,TMC,Europe,Netherlands,taxameter.nl,,,,,,,,
Paycore Odeme Hizmetleri Takas ve Mutabakat Sistemleri A.S.,TCMB,Europe,TURKEY,paycore.com,,,,,,,,
TechDivision GmbH,,Europe,GERMANY,techdivision.com,,,,,,,,
TechMill Ltd,,Europe,UNITED KINGDOM,techmill.co.uk,,,,,,,,
TECS,TECS,Europe,AUSTRIA,tecs.at,,,,,,,,
Teknikkart Kart Sis. Rek. Mat. San. Tic. Ltd. Sti.,,Europe,TURKEY,teknikkart.com.tr,,,,,,,,
TeleCash GmbH &amp; Co. KG,,Europe,GERMANY,telecash.de,,,,,,,,
Telefónica,Telefónica,Europe,DENMARK,telefonica.de,,,,,,,,
Tenfore doo Beograd platna institucija,,Europe,REPUBLIC OF SERBIA,tenfore.rs,,,,,,,,
TF-consulting e.U.,TF consulting,Europe,AUSTRIA,tfconsult.com,,,,,,,,
Thames Card Technology,,Europe,UNITED KINGDOM,thamescardtechnology.com,,,,,,,,
The Logic Group Enterprises Limited,The Logic group,Europe,UNITED KINGDOM,thelogicgroup.com,,,,,,,,
ThePay CZ S.R.O.,ThePay,Europe,Czech Republic,thepay.cz,,,,,,,,
ThePaymentsCo.com Limited,,Europe,UNITED KINGDOM,thepaymentsco.com,,,,,,,,
Thermeon Limited,,Europe,UNITED KINGDOM,thermeon.com,,,,,,,,
TMRW Applications Ltd.,TMRW,Europe,MALTA,thisistmrw.com,,,,,,,,
Thomas Borowski GmbH,,Europe,GERMANY,thomasborowski.de,,,,,,,,
Tieto Sweden AB,,Europe,SWEDEN,tieto.com,,,,,,,,
Tillhub GmbH,,Europe,GERMANY,tillhub.de,,,,,,,,
Tokheim Belgium N.V.,Tokheim,Europe,BELGIUM,tokheim.com,,,,,,,,
tomatomedical international UG,,Europe,GERMANY,tomatomedical.com,,,,,,,,
G.J.P. Line Monoprosopi I.K.E.,,Europe,GREECE,tonerline.gr,,,,,,,,
top concepts GmbH,,Europe,GERMANY,topconcept.com,,,,,,,,
Total Processing Ltd,,Europe,UNITED KINGDOM,totalprocessing.com,,,,,,,,
Totum Systems Limited,,Europe,UNITED KINGDOM,totumsystems.com,,,,,,,,
Touchtech Payments Ltd,,Europe,IRELAND,touchtechpayments.com,,,,,,,,
TourOne Systems GmbH,,Europe,GERMANY,tourone.de,,,,,,,,
Krajowy Integrator Platnosci S.A.,"KIP S.A., tpay.com",Europe,Poland,tpay.com,,,,,,,,
TRADE Software-Systeme GmbH,,Europe,GERMANY,trade-software.de,,,,,,,,
Transact Elektronische Zahlungssysteme GmbH,,Europe,GERMANY,transact-gmbh.de,,,,,,,,
Transact24 trading Limited,,Europe,GIBRALTAR,transact24.com,,,,,,,,
Transactium Limited,,Europe,MALTA,transactium.com,,,,,,,,
SIA TRANSACT PRO,,Europe,LATVIA,transactpro.eu,,,,,,,,
Transactworld Ltd,Transactworld UK,Europe,CYPRUS,transactworld.co.uk,,,,,,,,
Transcard Financial Services EAD,TFS,Europe,Bulgaria,transcard.bg,,,,,,,,
Rapid Transfer Limited,Rapid Transfer,Europe,United Kingdom,transferrapid.com,,,,,,,,
"TRANSPONDER branding, design & strategy GmbH",TRANSPONDER,Europe,AUSTRIA,transponder.at,,,,,,,,
Callcredit Limited,,Europe,UNITED KINGDOM,transunion.co.uk,,,,,,,,
Tranzzo Ltd.,,Europe,UNITED KINGDOM,tranzzo.com,,,,,,,,
Travel Easy Innovation GmbH,,Europe,GERMANY,travel-easy.com,,,,,,,,
Nordic Travel Clearing AB,,Europe,SWEDEN,travelclearing.se,,,,,,,,
Travelex Ltd,,Europe,UNITED KINGDOM,travelex.co.uk,,,,,,,,
Treezor SAS,Treezor,Europe,France,treezor.com,,,,,,,,
TrendPay APS,TrendPay,Europe,DENMARK,trendpay.dk,,,,,,,,
Tresmo Digital Consulting Gmbh,,Europe,GERMANY,tresmo.de,,,,,,,,
Tribe Payments Limited,Tribe,Europe,DENMARK,tribepayments.com,,,,,,,,
Tridens d.o.o.,,Europe,SLOVENIA,tridenstechnology.com,,,,,,,,
Trionis scrl/cvba,Trionis,Europe,BELGIUM,trionis.com,,,,,,,,
Truition GmbH,,Europe,GERMANY,truition.de,,,,,,,,
Trustly,,Europe,Sweden,trustly.com,,,,,,,,
TSM Nordic AS,TSM,Europe,NORWAY,tsmcorp.com,,,,,,,,
TURK ELEKTRON K PARA A.,,Europe,TURKEY,turkpara.com.tr,,,,,,,,
TÜV SÜD,TÜV SÜD,Europe,DENMARK,tuvsud.com,,,,,,,,
TVC info d.o.o.,TVC,Europe,CROATIA,tvc-info.hr,,,,,,,,
CAPITAL FINANCIAL SERVICES S.A.,TwisPay,Europe,Romania,twispay.com,,,,,,,,
UBS Card Center AG,UBS Card,Europe,SWITZERLAND,ubs.com,,,,,,,,
Utopian Future,UFT,Europe,LUXEMBOURG,uft.lu,,,,,,,,
UINKU PAYMENTS,,Europe,SPAIN,uinkupayments.com,,,,,,,,
Epay Limited,,Europe,UNITED KINGDOM,uk.epayworldwide.com,,,,,,,,
UKPR Group (UK Paper Rolls Group Limited),,Europe,UNITED KINGDOM,ukpaperrolls.com,,,,,,,,
UL,,Europe,NETHERLANDS,ul-ts.com,,,,,,,,
Unicredit,Unicredit,Europe,Italy,unicredit.eu,,,,,,,,
Unified Finance Ltd.,Unified Finance,Europe,CZECH REPUBLIC,unifiedfinance.com,,,,,,,,
Union Pay Intl,Union Pay Intl,Europe,DENMARK,unionpayintl.com,,,,,,,,
United Merchant Services Limited,,Europe,UNITED KINGDOM,unitedmerchantservices.co.uk,,,,,,,,
Universal Transaction Processing Limited,,Europe,UNITED KINGDOM,universaltp.com,,,,,,,,
PAP Onpoint Services Ltd,Upaycard,Europe,CYPRUS,upaycard.com,,,,,,,,
UUPAY Ltd.,UUPAY,Europe,UNITED KINGDOM,uupay.uk,,,,,,,,
Valitor hf,,Europe,ICELAND,valitor.com,,,,,,,,
Vendo Services GmbH,Vendo,Europe,Switzerland,vendoservices.com,,,,,,,,
"VENTAS INTERNACIONALES, S.A. DE C.V. Credomatic de Honduras",,Europe,Spain,ventasinternacionales.com,,,,,,,,
Ventrata Ltd,,Europe,UNITED KINGDOM,ventrata.com,,,,,,,,
Verdun Corporate Services (Malta) Limited,,Europe,MALTA,verdungroup.com,,,,,,,,
Verofy Limitied,Verify Solutions Limited,Europe,UNITED KINGDOM,verifysolutions.co.uk,,,,,,,,
VEROTEL MERCHANT SERVICES B.V.,Verotel,Europe,Netherlands,verotel.com,,,,,,,,
Victoriabank,,Europe,"MOLDOVA, REPUBLIC OF",victoriabank.md,,,,,,,,
Videcom International Limited,,Europe,UNITED KINGDOM,videcom.com,,,,,,,,
VikingPay Ltd,,Europe,UNITED KINGDOM,vikingpay.com,,,,,,,,
Virpay Pénzforgalmi Szolgáltató Kft,Virpay,Europe,Hungary,virpay.eu,,,,,,,,
Visa Europe Limited,,Europe,UNITED KINGDOM,visa.co.uk,,,,,,,,
VISA EU,,Europe,DENMARK,visa.com,,,,,,,,
Visualsoft Ltd,,Europe,UNITED KINGDOM,visualsoft.co.uk,,,,,,,,
Vitesse PSP Limited,Vitesse,Europe,United Kingdom,vitessepsp.com,,,,,,,,
VIVA PAYMENT SERVICES S.A.,,Europe,GREECE,vivamoneys.com,,,,,,,,
Viveum Zahlungssysteme GmbH,Viveum,Europe,AUSTRIA,viveum.com,,,,,,,,
Vocalink ATM Systems,,Europe,UNITED KINGDOM,vocalink.com,,,,,,,,
VODAFONE ROMANIA SA,,Europe,ROMANIA,vodafone.ro,,,,,,,,
VOB-ZVD Processing GmbH,,Europe,GERMANY,voeb-zvd.de,,,,,,,,
First Cash – VB Ortenau,,Europe,DENMARK,volksbank-ortenau.de,,,,,,,,
VR Payment GmbH,,Europe,GERMANY,vr-payment.de,,,,,,,,
Volkswagen Payments S.A.,Volkswagen Payments S.A.,Europe,Luxembourg,vwfs.com,,,,,,,,
Accelya,,Europe,SPAIN,w3.accelya.com,,,,,,,,
wallaby IT-Systems,,Europe,GERMANY,wallaby.de,,,,,,,,
PT Pay S.A.,PT Pay S.A.,Europe,Portugal,wallet.pt,,,,,,,,
WEAT,,Europe,DENMARK,weat.de,,,,,,,,
Opentur S.R.L.,,Europe,ITALY,web.opentur.it,,,,,,,,
WEBINC GmbH &amp; Co. KG,,Europe,GERMANY,webinc.eu,,,,,,,,
WEBKOS - Internet & E-Business,WEBKOS,Europe,GERMANY,webkos.co.id,,,,,,,,
WebMobix Ltd.,,Europe,SWITZERLAND,webmobix.com,,,,,,,,
TDS Travel Distributions & TDS Networks International,,Europe,GERMANY,webpmspro.com,,,,,,,,
Web Shield,,Europe,UK,webshieldltd.com,,,,,,,,
wemowo GmbH,,Europe,GERMANY,wemowo.com,,,,,,,,
WESTPAY AB (publ),,Europe,SWEDEN,westpay.se,,,,,,,,
WE TRANXACT LTD,,Europe,UNITED KINGDOM,wetranxact.co.uk,,,,,,,,
"PFA Rosian Vasile Adrian Web Solutions""",White City Code,Europe,ROMANIA,whitecitycode.com,,,,,,,,
Wirecard CEE,Wirecard,Europe,Austria,wirecard.at,,,,,,,,
Wirecard UK and Ireland,Wirecard,Europe,REPUBLIC OF IRELAND,wirecard.co.uk,,,,,,,,
WIRECARD ODEME ELEKTRONIK PARA HIZMETLERI A.S.,Wirecard,Europe,TURKEY,wirecard.com.tr,,,,,,,,
Wirecard Romania,Wirecard,Europe,ROMANIA,wirecard.ro,,,,,,,,
Wirelane GmbH,,Europe,GERMANY,wirelane.com,,,,,,,,
Wirtschaftswunder.digital GmbH,Wirtschaftswunder,Europe,GERMANY,wirtschaftswunder.chde,,,,,,,,
WisePay Limited,WisePay,Europe,UNITED KINGDOM,wisepay.online,,,,,,,,
Woizzer AG,,Europe,GERMANY,woizzer.com,,,,,,,,
WON China Investment Europe SK s.r.o.,,Europe,SLOVAKIA,won.sk,,,,,,,,
Woonder Marketplace GmbH,,Europe,GERMANY,woonder.de,,,,,,,,
SIA Worldline Latvia,Worldline,Europe,LATVIA,wordline.com,,,,,,,,
Atos Worldline,Atos Worldline,Europe,BE,worldline.com,,,,,,,,
Xanario Limited,,Europe,GERMANY,xanario.de,,,,,,,,
Xapo (Gibraltar) Limited,,Europe,GIBRALTAR,xapo.com,,,,,,,,
XE POS Limited,,Europe,UNITED KINGDOM,xepos.co.uk,,,,,,,,
XeroGrafiX GmbH,XeroGrafiX,Europe,AUSTRIA,xgx.at,,,,,,,,
XLN Card Processing Solutions Limited,,Europe,UNITED KINGDOM,xln.co.uk,,,,,,,,
Yoofish GmbH,,Europe,SWITZERLAND,yoofish.ch,,,,,,,,
Direct Card Solutions Limited,Yorkshire Payments,Europe,UNITED KINGDOM,yorkshirepayments.com,,,,,,,,
YourCash Ireland Ltd,YourCash,Europe,REPUBLIC OF IRELAND,yourcash.com,,,,,,,,
YourPay APS,YourPay,Europe,Denmark,yourpay.io,,,,,,,,
Yoyo Wallet Ltd,,Europe,United Kingdom,yoyowallet.com,,,,,,,,
Ypsilon Abrechnungs GmbH,,Europe,GERMANY,ypsilon.net,,,,,,,,
atms Telefon- und Marketing Services GmbH,Yuutel,Europe,AUSTRIA,yuutel.at,,,,,,,,
abka Polska Sp. z o.o.,Zabka Polska,Europe,POLAND,zabka.plkontakt,,,,,,,,
is zentrada Europeope GmbH & Co KG.,zentrada,Europe,Germany,zentrada.eu,,,,,,,,
Z.I.E.L. GmbH,,Europe,GERMANY,ziel.de,,,,,,,,
Zion Payments,,Europe,UNITED KINGDOM,zionpayments.com,,,,,,,,
Zitadelles Advisory Group Ltd.,Zitadelle,Europe,CYPRUS,zitadelleag.com,,,,,,,,
zmb GmbH,,Europe,GERMANY,zmb.de,,,,,,,,
Payment Network Systems Europe AB,Zombaio,Europe,Sweden,zombaio.com,,,,,,,,
ZooPay Limited,,Europe,UNITED KINGDOM,zoopay.com,,,,,,,,
NWS-LOGIC,,Europe,AUSTRIA,,,,,,,,,
A3 Pay s.r.o.,,Europe,SLOVAKIA,www.a3sport.cz,,,,,,,,
ASSET BANCA S.P.A.,,Europe,SAN MARINO,,,,,,,,,
CIB Finansal Danismanlik Hizmetleri A.S.,,Europe,TURKEY,,,,,,,,,
Info-Direct BCN 2003 SL,,Europe,SPAIN,,,,,,,,,
Intense Luminosity GmbH,,Europe,SWITZERLAND,,,,,,,,,
Peter Fickentscher Consulting,,Europe,SWITZERLAND,,,,,,,,,
Swisskey AG,,Europe,SWITZERLAND,,,,,,,,,
Agratt Media UG,,Europe,GERMANY,,,,,,,,,
Alexander Görtz,,Europe,GERMANY,,,,,,,,,
Aloon GmbH & Co KG,,Europe,GERMANY,,,,,,,,,
Christian Kokot,,Europe,GERMANY,,,,,,,,,
DigPanda GmbH,,Europe,GERMANY,,,,,,,,,
Dr. Patrick Missling,,Europe,GERMANY,,,,,,,,,
Fans & Fortune GmbH,,Europe,GERMANY,,,,,,,,,
Finest PCF GmbH,,Europe,GERMANY,,,,,,,,,
Florian Hess,,Europe,GERMANY,,,,,,,,,
Franz Guttenberger,,Europe,GERMANY,,,,,,,,,
Jubilee Limited,,Europe,GIBRALTAR,,,,,,,,,
Kriterio UG,,Europe,GERMANY,,,,,,,,,
Markus Jakobides,,Europe,GERMANY,,,,,,,,,
Mathias Winkler,,Europe,GERMANY,,,,,,,,,
mikroworx GmbH,,Europe,GERMANY,,,,,,,,,
Mr Arcado UG,,Europe,GERMANY,,,,,,,,,
Nentwig & Chmelar GbR,,Europe,GERMANY,,,,,,,,,
PP-Zahlungssysteme GmbH,,Europe,GERMANY,,,,,,,,,
Rosella Pfundt,,Europe,GERMANY,,,,,,,,,
Shop & Web Manufaktur GmbH,,Europe,GERMANY,,,,,,,,,
Stafan Juhnke,,Europe,GERMANY,,,,,,,,,
Stevan Radulovic & Andreas Sommer GbR,,Europe,GERMANY,,,,,,,,,
Ulrich Sommerfeld,,Europe,GERMANY,,,,,,,,,
Up For You GbR,,Europe,GERMANY,,,,,,,,,
Waiterfy GmbH,,Europe,GERMANY,,,,,,,,,
Wiig Systems Kft.,,Europe,HUNGARY,,,,,,,,,
Banking Loyality Ltd.,,Europe,UNITED KINGDOM,,,,,,,,,
Bewotec UK Limited,,Europe,UNITED KINGDOM,,,,,,,,,
Financial House Limited v,,Europe,UNITED KINGDOM,,,,,,,,,
Heath Consulting (Surrey) Limited,,Europe,UNITED KINGDOM,,,,,,,,,
L68 Consulting Ltd,,Europe,UNITED KINGDOM,,,,,,,,,
Laura Lambert,,Europe,UNITED KINGDOM,,,,,,,,,
R Kirk Consultancy,,Europe,UNITED KINGDOM,,,,,,,,,
Card Terminal Expert S.A,,Europe,POLAND,,,,,,,,,
CRO Services,,Europe,POLAND,,,,,,,,,
Diesel.Market OÜ,,Europe,ESTONIA,,,,,,,,,
EasyCash Limited,,Europe,REPUBLIC OF IRELAND,,,,,,,,,
Fintrax Teoranta,,Europe,REPUBLIC OF IRELAND,,,,,,,,,
"Fundacja China-is-OK""",,Europe,POLAND,,,,,,,,,
Gabriele Travaglia,,Europe,ITALY,,,,,,,,,
Henrik Piski,,Europe,FRANCE,,,,,,,,,
Margem Internationavel SA,,Europe,PORTUGAL,,,,,,,,,
Maxity,,Europe,FRANCE,,,,,,,,,
Moldmediacard Srl,,Europe,"MOLDOVA, REPUBLIC OF",,,,,,,,,
